name	chrom	strand	txStart	txEnd
NR_136566	chr1	-	114239826	114302162
NR_136567	chr1	-	114239826	114302162
NR_136568	chr1	-	114246445	114302162
NM_001323045	chr1	-	114239826	114302162
NM_001323053	chr1	-	114248388	114302162
NM_001323047	chr1	-	114246445	114302162
NM_001323051	chr1	-	114248388	114302162
NM_001323052	chr1	-	114248388	114302162
NM_001323042	chr1	-	114239826	114302510
NM_175744	chr1	-	113243748	113250025
NM_001323050	chr1	-	114246445	114302162
NM_001323049	chr1	-	114246445	114302162
NM_001323048	chr1	-	114246445	114302162
NM_001323046	chr1	-	114239826	114302162
NM_001323044	chr1	-	114239826	114302162
NM_001323043	chr1	-	114239826	114302162
NM_006608	chr1	-	114239823	114301777
NM_024408	chr1	-	120454175	120612317
NM_001200001	chr1	-	120477735	120612317
NR_104217	chr1	-	148250249	149109725
NM_020205	chr1	-	149912228	149982686
NM_001351365	chr1	-	146032541	148346791
NM_001349679	chr1	-	154127779	154155725
NR_002188	chr1	-	155183615	155197325
NM_001323615	chr1	-	156219014	156252681
NM_001323614	chr1	-	156219014	156252681
NM_001323617	chr1	-	156219014	156261289
NM_001323616	chr1	-	156219014	156252681
NM_153649	chr1	-	154127779	154155725
NM_001278191	chr1	-	154127779	154150697
NM_015327	chr1	-	156219014	156252620
NM_001278189	chr1	-	154127779	154155725
NM_001278188	chr1	-	154127779	154155725
NM_001278190	chr1	-	154127779	154155725
NM_152263	chr1	-	154134288	154164611
NR_103461	chr1	-	154127779	154155725
NM_001043353	chr1	-	154127779	154155725
NM_001043352	chr1	-	154127779	154155725
NM_001043351	chr1	-	154127779	154155725
NM_005092	chr1	-	173010359	173020103
NM_032360	chr1	-	180257351	180472022
NM_000963	chr1	-	186640943	186649559
NR_135153	chr1	-	197122811	197169672
NM_194314	chr1	-	197122813	197169672
NM_001243511	chr1	-	216676587	217311097
NM_001243510	chr1	-	216676587	217311097
NM_018664	chr1	-	212859758	212873327
NM_001134285	chr1	-	216676587	217311097
NM_206595	chr1	-	216676587	217262987
NM_206594	chr1	-	216676587	217262987
NM_001243513	chr1	-	216676587	217113015
NM_001243506	chr1	-	216676587	217262987
NM_001243505	chr1	-	216676587	217263196
NM_001243509	chr1	-	216676587	217250312
NM_001243507	chr1	-	216676587	217250312
NM_001243512	chr1	-	216676587	217113015
NM_001350125	chr1	-	216676587	217251702
NM_001350124	chr1	-	216676587	217311097
NM_001350123	chr1	-	216676587	217262987
NM_001350122	chr1	-	216676587	217263889
NM_206933	chr1	-	215796235	216596738
NM_004446	chr1	-	220141941	220220000
NR_034037	chr1	-	231727037	231747836
NM_018230	chr1	-	229577043	229644088
NM_145214	chr1	-	228581376	228594517
NM_001301365	chr1	-	235824330	236047008
NM_001350113	chr1	-	240938813	241520530
NM_001282775	chr1	-	240938813	241520530
NM_001282778	chr1	-	240938813	241520530
NM_002924	chr1	-	240938813	241520530
NM_001350116	chr1	-	240938813	241519126
NM_001350115	chr1	-	240938813	241520530
NM_001350114	chr1	-	240938813	241520530
NM_001282773	chr1	-	240938813	241520530
NM_000081	chr1	-	235824330	236030227
NM_001167740	chr1	-	245912641	246670644
NM_032752	chr1	-	247460714	247495242
NM_022743	chr1	-	245912641	246580714
NM_001198993	chr1	-	1682670	1710297
NM_001198994	chr1	-	1682670	1711508
NM_033489	chr1	-	1570602	1655859
NM_033490	chr1	-	1570602	1655859
NM_033486	chr1	-	1570602	1655859
NM_017900	chr1	-	1309109	1310818
NM_001353641	chr1	-	1682670	1711586
NM_033487	chr1	-	1570602	1655859
NM_023018	chr1	-	1682670	1709909
NM_001787	chr1	-	1570602	1655859
NM_001291345	chr1	-	1570602	1655859
NM_001353642	chr1	-	1682670	1709928
NM_001014980	chr1	-	1177825	1182102
NM_001242672	chr1	-	2572806	2706230
NM_001409	chr1	-	3404505	3528059
NM_015102	chr1	-	5922867	6052533
NR_111987	chr1	-	5922867	6052533
NM_001291594	chr1	-	5922867	6052533
NM_001291593	chr1	-	5922867	6052533
NM_007274	chr1	-	6324331	6453826
NM_181864	chr1	-	6324331	6445883
NM_001265592	chr1	-	6526151	6557156
NM_001042663	chr1	-	6526151	6557484
NM_198681	chr1	-	6526151	6580121
NM_001561	chr1	-	7975930	8003225
NM_001042681	chr1	-	8412463	8877699
NM_024980	chr1	-	9164475	9189229
NM_012102	chr1	-	8412463	8877699
NM_020248	chr1	-	9908333	9970316
NM_014944	chr1	-	9789078	9884584
NM_001302883	chr1	-	9789078	9884584
NM_001012329	chr1	-	9908333	9970316
NM_001009566	chr1	-	9789078	9884584
NM_001170754	chr1	-	11006529	11042094
NM_017766	chr1	-	10707262	10856733
NM_002685	chr1	-	11126669	11159967
NM_004958	chr1	-	11166587	11322608
NM_001079843	chr1	-	10696665	10856733
NM_001001998	chr1	-	11126669	11159967
NM_001306072	chr1	-	13052393	13112702
NM_001100631	chr1	-	13328832	13477528
NM_001310134	chr1	-	13052239	13112702
NR_027136	chr1	-	15438310	15478960
NM_018994	chr1	-	16573334	16678986
NR_026567	chr1	-	17017712	17046652
NM_017940	chr1	-	16888921	16940100
NM_001135248	chr1	-	17300998	17307173
NM_001135247	chr1	-	17300998	17308081
NM_007365	chr1	-	17393255	17445948
NM_017459	chr1	-	17300998	17308081
NM_002403	chr1	-	17300998	17307173
NM_001206541	chr1	-	19665266	19812135
NM_001206540	chr1	-	19665266	19812135
NM_001282162	chr1	-	19665266	19811201
NM_001313932	chr1	-	19700668	19812135
NM_004930	chr1	-	19665266	19812135
NM_020765	chr1	-	19400999	19536746
NM_001136265	chr1	-	19230773	19282826
NR_033887	chr1	-	20686293	20755287
NM_001349113	chr1	-	20008705	20126514
NM_181719	chr1	-	20008705	20126514
NM_001349114	chr1	-	20008705	20126514
NM_001349112	chr1	-	20008705	20126514
NM_001198803	chr1	-	21267737	21494532
NM_001198802	chr1	-	21132784	21503381
NM_003760	chr1	-	21132784	21437876
NM_016287	chr1	-	21069170	21113181
NM_001198801	chr1	-	21132784	21503381
NM_001113348	chr1	-	21543739	21672034
NM_005529	chr1	-	22148724	22263790
NM_001291860	chr1	-	22148724	22263790
NM_033631	chr1	-	23410515	23495351
NM_001142546	chr1	-	23410515	23495351
NM_004091	chr1	-	23832919	23857712
NM_003196	chr1	-	23707401	23751272
NM_170743	chr1	-	24480646	24513765
NM_173064	chr1	-	24480646	24513765
NM_173065	chr1	-	24480646	24513765
NM_020485	chr1	-	25688739	25747405
NM_001330430	chr1	-	25688739	25747405
NM_138618	chr1	-	25688739	25747405
NM_138617	chr1	-	25688739	25747405
NM_138616	chr1	-	25688739	25747405
NM_001201404	chr1	-	27730729	27816698
NM_006990	chr1	-	27730729	27816698
NM_001029882	chr1	-	27860755	27930005
NM_001135218	chr1	-	28929608	28969604
NM_005644	chr1	-	28929608	28969604
NM_005626	chr1	-	29474249	29508637
NM_002379	chr1	-	31184123	31196432
NM_001195101	chr1	-	32372021	32385259
NM_001195100	chr1	-	32372021	32385259
NM_080391	chr1	-	32372021	32403988
NM_001300826	chr1	-	33402046	33430414
NM_001127361	chr1	-	33402046	33430414
NM_153341	chr1	-	33402046	33430414
NM_001161708	chr1	-	33145506	33168361
NM_030786	chr1	-	33145506	33168361
NM_198040	chr1	-	33789223	33841194
NM_001330488	chr1	-	33789223	33841194
NM_001080418	chr1	-	35331036	35395186
NM_005202	chr1	-	36560836	36590685
NM_001294347	chr1	-	36560836	36590685
NM_024874	chr1	-	35899090	36023037
NM_032017	chr1	-	36805219	36851528
NM_001282546	chr1	-	36805219	36851528
NM_001282547	chr1	-	36805219	36851528
NM_000831	chr1	-	37261127	37499844
NM_005540	chr1	-	38326368	38412729
NM_001350228	chr1	-	38326368	38407936
NM_024700	chr1	-	38000049	38019945
NM_024640	chr1	-	38268613	38273865
NM_001271851	chr1	-	39303868	39325495
NM_022157	chr1	-	39303868	39325495
NM_001720	chr1	-	40222853	40254533
NR_024567	chr1	-	41154751	41157933
NM_012236	chr1	-	41492870	41707815
NM_001172220	chr1	-	41492870	41707815
NM_001172222	chr1	-	41492870	41627104
NM_001172221	chr1	-	41492870	41628689
NR_135092	chr1	-	41492870	41627104
NM_001172218	chr1	-	41492870	41707815
NM_001172219	chr1	-	41492870	41707815
NM_001350668	chr1	-	41492870	41627104
NM_001350667	chr1	-	41492870	41707815
NM_001031694	chr1	-	41492870	41627104
NR_038260	chr1	-	42312859	42384496
NR_038261	chr1	-	42312859	42501596
NM_001127714	chr1	-	41972035	42384378
NM_001198851	chr1	-	42642209	42800636
NM_024503	chr1	-	41972035	42384378
NM_001198850	chr1	-	42642209	42801548
NM_014947	chr1	-	42642209	42800903
NM_001198852	chr1	-	42642209	42800886
NM_001301700	chr1	-	44686741	44820951
NR_033827	chr1	-	44165408	44173012
NR_110056	chr1	-	44688266	44709955
NM_024066	chr1	-	44686741	44820951
NM_001301698	chr1	-	44686741	44820951
NM_001301699	chr1	-	44686741	44820951
NM_001301701	chr1	-	44686741	44820951
NM_001166588	chr1	-	45340200	45452394
NM_001320800	chr1	-	45809554	45956840
NM_020883	chr1	-	45482075	45672250
NM_007170	chr1	-	45809554	45956840
NM_001261418	chr1	-	45316193	45452394
NM_020365	chr1	-	45316193	45452394
NR_137329	chr1	-	46505811	46598380
NM_001303427	chr1	-	46505811	46642167
NM_198973	chr1	-	47023078	47069966
NR_146512	chr1	-	47023078	47069973
NM_003684	chr1	-	47023078	47069966
NM_001328653	chr1	-	46505811	46598380
NM_001328652	chr1	-	46505811	46598380
NM_001328651	chr1	-	46505811	46596345
NM_001328650	chr1	-	46505811	46597443
NM_017739	chr1	-	46654352	46664121
NM_003629	chr1	-	46505811	46598380
NM_001303429	chr1	-	46505811	46598380
NM_001114172	chr1	-	46505811	46598708
NM_001135553	chr1	-	47023078	47069966
NM_001328654	chr1	-	46505811	46598380
NM_001243766	chr1	-	46654352	46685977
NR_024176	chr1	-	47023078	47069966
NR_024174	chr1	-	47023078	47069966
NM_001303428	chr1	-	46505811	46598467
NM_001328649	chr1	-	46505811	46598708
NM_001328648	chr1	-	46505811	46640573
NM_001290129	chr1	-	46654352	46663171
NM_001290130	chr1	-	46654352	46663171
NR_002788	chr1	-	47308766	47366147
NR_026749	chr1	-	48567386	48648100
NM_001286239	chr1	-	48761043	48937880
NM_019073	chr1	-	48761043	48937880
NM_001286238	chr1	-	48761043	48937880
NM_002525	chr1	-	52254865	52344609
NM_001297665	chr1	-	51752929	51787940
NM_001297664	chr1	-	51752929	51795874
NM_001297663	chr1	-	51752929	51796236
NM_001144832	chr1	-	51752929	51810788
NM_001080494	chr1	-	51752929	51787940
NM_001297662	chr1	-	51761209	51796236
NM_001242361	chr1	-	52254865	52343712
NM_001101662	chr1	-	52254865	52344609
NM_001981	chr1	-	51819934	51984995
NM_001330585	chr1	-	52816264	52831877
NM_032449	chr1	-	52816264	52831877
NM_015269	chr1	-	52888947	53018762
NM_001009881	chr1	-	52888947	53018762
NR_033142	chr1	-	54231133	54304225
NR_133632	chr1	-	54387233	54411496
NR_133633	chr1	-	54387233	54411496
NM_004631	chr1	-	53708040	53793821
NM_147193	chr1	-	53971905	54199877
NM_017522	chr1	-	53708040	53793821
NM_033300	chr1	-	53708040	53793821
NM_016126	chr1	-	54387233	54411496
NM_018087	chr1	-	54231133	54304225
NM_001316935	chr1	-	54387233	54411981
NM_001168551	chr1	-	54231133	54304225
NM_001018054	chr1	-	53708040	53793821
NR_148414	chr1	-	54651825	54665774
NM_018070	chr1	-	54691103	54872068
NM_001353356	chr1	-	54656223	54665774
NM_145716	chr1	-	54691103	54872068
NM_001353354	chr1	-	54637823	54665774
NM_001353353	chr1	-	54637823	54665774
NM_001031672	chr1	-	54637823	54665774
NM_001009955	chr1	-	54691103	54872068
NM_003713	chr1	-	56960418	57045257
NM_001278544	chr1	-	57394882	57431813
NM_001278543	chr1	-	57394882	57431813
NM_001004303	chr1	-	57184476	57285369
NM_000066	chr1	-	57394882	57431813
NM_145243	chr1	-	58946390	59012471
NR_146508	chr1	-	60981387	61088357
NR_110628	chr1	-	61125302	61291256
NM_181712	chr1	-	62701836	62785083
NM_001320269	chr1	-	62701836	62785085
NR_038252	chr1	-	63624753	63782928
NM_033407	chr1	-	62920396	63154039
NM_001271999	chr1	-	62920396	63154039
NM_001272000	chr1	-	62920396	63154039
NM_001330614	chr1	-	62920396	63154039
NM_001272001	chr1	-	62920396	63154039
NM_001321857	chr1	-	65298905	65432252
NM_001321854	chr1	-	65298905	65533429
NM_001321853	chr1	-	65298905	65533429
NM_001321855	chr1	-	65298905	65432252
NM_001321852	chr1	-	65298905	65533429
NM_001321856	chr1	-	65298905	65432619
NM_002227	chr1	-	65298905	65432252
NM_001320923	chr1	-	65298905	65432619
NM_015139	chr1	-	67465014	67520080
NM_207014	chr1	-	67303281	67390570
NM_001018067	chr1	-	67873492	67896123
NM_024763	chr1	-	67278571	67390570
NM_015640	chr1	-	67873492	67896123
NM_001018069	chr1	-	67873492	67896123
NM_001018068	chr1	-	67873492	67896123
NM_017779	chr1	-	68939834	68962904
NM_024911	chr1	-	68591040	68698284
NM_018841	chr1	-	68167148	68299155
NM_001114120	chr1	-	68939834	68962904
NM_001193334	chr1	-	68591040	68698229
NM_001002292	chr1	-	68564141	68698229
NM_017768	chr1	-	70610484	70671361
NM_030816	chr1	-	70724684	70820417
NR_028294	chr1	-	71318035	71513491
NR_028293	chr1	-	71318035	71513491
NR_028292	chr1	-	71318035	71513491
NM_001126044	chr1	-	71418114	71513491
NM_198718	chr1	-	71418114	71513491
NM_198717	chr1	-	71318035	71513491
NM_198716	chr1	-	71318035	71513491
NM_198714	chr1	-	71318035	71513491
NM_001105659	chr1	-	74491701	74663871
NM_001322315	chr1	-	74491701	74663871
NM_001002912	chr1	-	75033794	75139422
NM_001130058	chr1	-	75667815	76076799
NM_001320287	chr1	-	75667817	76076801
NM_001320285	chr1	-	75667817	76076801
NM_001320283	chr1	-	75671816	76081694
NM_152697	chr1	-	75672074	76076799
NM_001308237	chr1	-	78028100	78149112
NM_015534	chr1	-	78028100	78148343
NM_022159	chr1	-	79355448	79472495
NR_119375	chr1	-	84041470	84326679
NR_119374	chr1	-	84267198	84326229
NM_001350215	chr1	-	84330714	84464870
NM_001350214	chr1	-	84330714	84464870
NM_024686	chr1	-	84330714	84464870
NR_125761	chr1	-	85063646	85086714
NM_153259	chr1	-	85391265	85462805
NR_024113	chr1	-	85715636	85725355
NM_001330655	chr1	-	85784167	85870211
NM_198077	chr1	-	85715636	85725355
NM_012152	chr1	-	85279085	85358896
NM_012137	chr1	-	85784167	85930889
NM_001330647	chr1	-	85391265	85462805
NR_146343	chr1	-	86194915	86622154
NR_146344	chr1	-	86194915	86622154
NR_146345	chr1	-	86194915	86622154
NR_146341	chr1	-	86194915	86622379
NR_146342	chr1	-	86194915	86622379
NR_146340	chr1	-	86194915	86622719
NM_152890	chr1	-	86194915	86622154
NM_001349955	chr1	-	86194915	86622154
NR_135837	chr1	-	87036863	87170176
NR_146183	chr1	-	89386726	89458431
NR_146185	chr1	-	89386726	89458431
NM_002053	chr1	-	89517986	89531043
NM_052941	chr1	-	89646830	89664633
NM_001017975	chr1	-	91726322	91870426
NM_001350198	chr1	-	92974252	93250663
NM_001350197	chr1	-	92974252	93250663
NM_001308248	chr1	-	92974252	93257961
NM_005665	chr1	-	92974252	93257961
NM_001261408	chr1	-	94027342	94312706
NM_001261409	chr1	-	94027342	94146926
NR_148965	chr1	-	94218479	94240939
NM_003567	chr1	-	94027342	94147394
NR_104131	chr1	-	95123088	95285837
NM_000350	chr1	-	94458393	94586705
NR_125948	chr1	-	95628774	95699538
NR_125949	chr1	-	95628774	95699538
NR_110693	chr1	-	96719624	96839681
NM_001160301	chr1	-	98185313	98386615
NM_000110	chr1	-	97543299	98386615
NR_110210	chr1	-	102268122	102462790
NR_110211	chr1	-	102268122	102462790
NM_001288823	chr1	-	102268122	102462790
NM_058170	chr1	-	102268122	102462790
NM_080629	chr1	-	103342022	103574052
NM_080630	chr1	-	103342022	103574052
NR_134980	chr1	-	103342022	103574052
NM_001854	chr1	-	103342022	103574052
NM_001190709	chr1	-	103342022	103574052
NR_146609	chr1	-	106470245	106570875
NM_006113	chr1	-	108113781	108507545
NM_001079874	chr1	-	108113781	108231126
NM_001142551	chr1	-	109512837	109584850
NM_001265613	chr1	-	109834986	109849663
NM_014969	chr1	-	109512837	109584850
NM_001142550	chr1	-	109512837	109584850
NM_001010985	chr1	-	109834986	109849663
NM_001349887	chr1	-	111659791	111682838
NM_001349886	chr1	-	111659791	111682838
NM_001349885	chr1	-	111659791	111682838
NR_146301	chr1	-	111659791	111682838
NR_146302	chr1	-	111659791	111682838
NR_146303	chr1	-	111659791	111682838
NR_146304	chr1	-	111659791	111682838
NR_146305	chr1	-	111659791	111682838
NR_146306	chr1	-	111659791	111682838
NR_146307	chr1	-	111659791	111682838
NR_146308	chr1	-	111659791	111682838
NM_001349893	chr1	-	111659791	111682838
NM_001349892	chr1	-	111659791	111682838
NM_001349891	chr1	-	111659791	111682838
NM_001349888	chr1	-	111659791	111682838
NM_001349884	chr1	-	111659791	111682838
NM_001349882	chr1	-	111659791	111682838
NM_001349881	chr1	-	111659791	111682838
NM_001349890	chr1	-	111659791	111682838
NM_001349889	chr1	-	111659791	111682838
NM_001081976	chr1	-	112025969	112106625
NM_001302680	chr1	-	112025969	112106625
NM_178454	chr1	-	111659791	111682838
NM_138728	chr1	-	113066140	113162040
NM_138727	chr1	-	113066140	113162040
NM_017744	chr1	-	113066140	113162040
NM_001308264	chr1	-	113066140	113161761
NM_004980	chr1	-	112318453	112531777
NM_172198	chr1	-	112318453	112531777
NM_138729	chr1	-	113084412	113162040
NR_103746	chr1	-	113362790	113393265
NM_205848	chr1	-	114631913	114695062
NM_015906	chr1	-	114935398	115053781
NM_033020	chr1	-	114935398	115053781
NM_198459	chr1	-	115127195	115212732
NM_001270805	chr1	-	114631913	114696472
NM_001256404	chr1	-	115127195	115212732
NM_001010922	chr1	-	114419435	114430169
NM_001232	chr1	-	116242625	116311426
NM_002506	chr1	-	115828536	115880857
NM_001308316	chr1	-	115590632	115632121
NM_001308315	chr1	-	115590632	115632121
NM_005725	chr1	-	115590632	115632121
NM_001542	chr1	-	117117019	117209578
NM_001007237	chr1	-	117117019	117210377
NR_110786	chr1	-	117568103	117602112
NM_001253849	chr1	-	117686208	117746458
NR_045604	chr1	-	117686208	117753582
NM_024626	chr1	-	117686208	117753582
NR_045603	chr1	-	117686208	117753582
NM_001253850	chr1	-	117686208	117753582
NM_206996	chr1	-	118496217	118727892
NM_015836	chr1	-	119573838	119683295
NM_201263	chr1	-	119573838	119683295
NR_104189	chr1	-	121102016	121139765
NR_024510	chr1	-	144298163	144340759
NR_024511	chr1	-	144298163	144340759
NR_109754	chr1	-	144298163	144340759
NR_024584	chr1	-	144298163	144341756
NR_111951	chr1	-	144300467	144341077
NR_111952	chr1	-	144300467	144341077
NR_111953	chr1	-	144300467	144341077
NR_144516	chr1	-	144832208	145039963
NR_144517	chr1	-	144832208	145039963
NM_001198834	chr1	-	144851423	144995033
NM_001350522	chr1	-	144851423	145039995
NM_001350521	chr1	-	144851423	145076186
NM_001350523	chr1	-	144851423	145039995
NM_022359	chr1	-	144951760	145076186
NM_001198832	chr1	-	144851423	145039995
NM_014644	chr1	-	144851423	144995033
NM_001195261	chr1	-	144951760	144995082
NM_001195260	chr1	-	144951760	144997111
NM_001002812	chr1	-	144890590	144995033
NM_001002810	chr1	-	144951760	144995033
NM_001461	chr1	-	146657839	146697230
NM_001144830	chr1	-	146657839	146697230
NM_001144829	chr1	-	146655883	146697230
NR_038423	chr1	-	146853913	146989699
NR_046188	chr1	-	147574322	147624469
NR_110864	chr1	-	147574322	147624469
NR_120331	chr1	-	147680369	147719342
NM_001101663	chr1	-	147574322	147608092
NM_183372	chr1	-	147574322	147624469
NM_001351372	chr1	-	148002925	148346791
NR_135813	chr1	-	149649059	149719362
NM_004436	chr1	-	150594598	150602098
NM_207168	chr1	-	150599521	150602098
NM_001199739	chr1	-	150702671	150738433
NM_004079	chr1	-	150702671	150738433
NM_207044	chr1	-	150595753	150602098
NM_207043	chr1	-	150595753	150602098
NM_207042	chr1	-	150594598	150602098
NM_207171	chr1	-	151375199	151414681
NM_015100	chr1	-	151375199	151431941
NM_001194937	chr1	-	151375199	151431941
NM_145796	chr1	-	151375199	151431941
NM_001194938	chr1	-	151375199	151431941
NM_005060	chr1	-	151778546	151804348
NM_001001523	chr1	-	151778546	151798553
NM_001159484	chr1	-	153965167	154127592
NM_207308	chr1	-	153965167	154127592
NM_020699	chr1	-	153777382	153895451
NM_020524	chr1	-	154916558	154928639
NM_002249	chr1	-	154669941	154842754
NM_170782	chr1	-	154669941	154832338
NM_001204087	chr1	-	154669941	154842754
NM_001317735	chr1	-	154916558	154928639
NM_001317734	chr1	-	154916558	154928639
NM_018489	chr1	-	155305051	155532324
NM_178229	chr1	-	156495196	156542396
NM_001347698	chr1	-	157796860	157811634
NM_031282	chr1	-	157543538	157567870
NM_005894	chr1	-	157800703	157811634
NM_003126	chr1	-	158580495	158656505
NM_001135050	chr1	-	159896828	159915386
NM_002241	chr1	-	160007256	160040051
NM_004371	chr1	-	160258376	160313354
NM_001098398	chr1	-	160258376	160313354
NM_020789	chr1	-	159896828	159915386
NM_012394	chr1	-	161070345	161087866
NM_016382	chr1	-	160799949	160832692
NM_001166663	chr1	-	160799949	160832692
NM_001166664	chr1	-	160799949	160832692
NM_001254748	chr1	-	163112088	163291581
NR_026744	chr1	-	165446078	165551392
NM_001174069	chr1	-	165171103	165325478
NM_177398	chr1	-	165171103	165325952
NM_001256570	chr1	-	165370158	165414592
NM_006917	chr1	-	165370158	165414592
NR_033824	chr1	-	165406164	165414592
NR_135199	chr1	-	166025154	166135992
NM_001320302	chr1	-	166025154	166135992
NM_001017961	chr1	-	166038535	166135992
NM_001937	chr1	-	168664694	168698442
NM_001143674	chr1	-	167885912	167906307
NR_026550	chr1	-	167885912	167905439
NM_015415	chr1	-	167885912	167906307
NR_104091	chr1	-	168873142	169056243
NM_013330	chr1	-	169101767	169337201
NR_104229	chr1	-	169101767	169337201
NM_197972	chr1	-	169101767	169337201
NM_001204517	chr1	-	169890469	170038056
NM_001204514	chr1	-	169890469	170043879
NM_001204516	chr1	-	169890469	170043879
NM_014970	chr1	-	169890469	170043879
NR_033704	chr1	-	171669295	171711379
NM_001185127	chr1	-	171669295	171711379
NM_003762	chr1	-	171669295	171711379
NM_001300851	chr1	-	173900221	173962210
NR_037845	chr1	-	173204198	173446294
NR_125960	chr1	-	173386927	173430501
NM_001300852	chr1	-	173900221	173962210
NM_172071	chr1	-	173900221	173962210
NM_001300850	chr1	-	173900221	173962210
NM_178527	chr1	-	173469603	173572233
NM_001328635	chr1	-	175291934	175712752
NM_003285	chr1	-	175291934	175712752
NM_001286164	chr1	-	176826440	177134040
NM_004319	chr1	-	176830199	177134040
NM_207108	chr1	-	176837953	177134040
NM_001356506	chr1	-	177897923	178007142
NM_001356505	chr1	-	177897923	178007142
NR_037167	chr1	-	177975274	178007142
NR_151492	chr1	-	177914469	178007142
NR_151489	chr1	-	177975274	178007142
NR_151488	chr1	-	177975274	178007142
NR_151487	chr1	-	177975274	178007142
NR_151484	chr1	-	177975274	178007142
NR_151483	chr1	-	177975274	178007142
NR_151486	chr1	-	177975274	178007142
NR_151485	chr1	-	177975274	178007142
NM_001168238	chr1	-	179068461	179198819
NM_001168237	chr1	-	179068461	179198819
NM_001168236	chr1	-	179068461	179198819
NM_007314	chr1	-	179068461	179198819
NM_001136001	chr1	-	179079715	179198819
NM_022347	chr1	-	179826956	179846941
NM_001349931	chr1	-	179826956	179846941
NM_001349933	chr1	-	179826956	179837975
NM_001349937	chr1	-	179809101	179846941
NM_001349936	chr1	-	179809101	179846941
NM_001349935	chr1	-	179809101	179846941
NM_001349934	chr1	-	179809101	179846941
NM_001199260	chr1	-	179809101	179846941
NM_145034	chr1	-	179809101	179846941
NR_104175	chr1	-	182173079	182283196
NM_170706	chr1	-	183217371	183274009
NR_149048	chr1	-	183107537	183110405
NM_015039	chr1	-	183217371	183387634
NR_135118	chr1	-	184659624	184724041
NM_052966	chr1	-	184760158	184943718
NM_025191	chr1	-	184659624	184724041
NM_001319960	chr1	-	184659624	184724041
NM_001317188	chr1	-	190066796	190445140
NM_199051	chr1	-	190066796	190447012
NM_001319291	chr1	-	193065596	193074414
NM_016066	chr1	-	193065594	193075244
NM_197962	chr1	-	193065594	193074608
NM_001243399	chr1	-	193065594	193075187
NM_198503	chr1	-	196194909	196577706
NM_001287819	chr1	-	196194909	196577706
NM_001287820	chr1	-	196194909	196577706
